HLE: ! path: /dev_hdd0/game/
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES00826-[Nier]/PS3_GAME/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_hdd0/ -> ./dev_hdd0/
LDR: ! /dev_hdd1/ -> ./dev_hdd1/
LDR: ! /dev_flash/ -> ./dev_flash/
LDR: ! /dev_usb000/ -> ./dev_usb000/
LDR: ! /dev_usb/ -> ./dev_usb000/
LDR: ! /app_home/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES00826-[Nier]/PS3_GAME/
LDR: ! /dev_bdvd/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES00826-[Nier]/PS3_GAME//../
LDR: ! /host_root/ -> 
LDR: ! /app_home/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES00826-[Nier]/PS3_GAME//USRDIR/
LDR: ! /dev_flash2/ -> ./dev_flash2/
LDR: ! /app_home/Game/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES00826-[Nier]/PS3_GAME//USRDIR/
LDR: ! //dev_hdd0/ -> ./dev_hdd0/
LDR: ! / -> D:\Emulateurs\Rpcs3\dev_hdd0\game\BLES00826-[Nier]/PS3_GAME//USRDIR/
LDR: !  
MEM: ! Initing memory: m_base_addr = 0x1e3cd60000
MEM: ! Memory initialized.
LDR: ! Function 'cellSurMixerGetAANHandle' hooked (addr=0x89df20)
LDR: ! Function 'cellSurMixerSetNotifyCallback' hooked (addr=0x89df58)
LDR: ! Function 'cellSurMixerRemoveNotifyCallback' hooked (addr=0x89dfec)
LDR: ! Function 'cellSurMixerSurBusAddData' hooked (addr=0x89e07c)
LDR: ! Function 'cellSurMixerGetCurrentBlockTag' hooked (addr=0x89e12c)
LDR: ! Function 'cellSurMixerChStripGetAANPortNo' hooked (addr=0x89e988)
LDR: ! Function 'cellSurMixerBeep' hooked (addr=0x89e9c4)
LDR: ! Function 'cellSurMixerChStripSetParameter' hooked (addr=0x89eda0)
LDR: ! Function 'cellSurMixerPause' hooked (addr=0x89f054)
LDR: ! Function 'cellSurMixerGetTimestamp' hooked (addr=0x8a066c)
LDR: ! Function 'cellSurMixerSetParameter' hooked (addr=0x8a06d4)
LDR: ! Function 'cellSurMixerStart' hooked (addr=0x8a07a4)
LDR: ! Function 'cellSurMixerFinalize' hooked (addr=0x8a0aac)
LDR: ! Function 'cellSurMixerCreate' hooked (addr=0x8a1370)
LDR: S Function group [surmixer] successfully hooked
LDR: ! Imported function 'cellGcmGetControlRegister' in 'cellGcmSys' module
LDR: ! Imported function 'cellGcmSetTileInfo' in 'cellGcmSys' module
LDR: ! Imported function 'cellGcmGetConfiguration' in 'cellGcmSys' module
LDR: ! Imported function 'cellGcmGetLabelAddress' in 'cellGcmSys' module
LDR: ! Imported function 'cellGcmBindTile' in 'cellGcmSys' module
LDR: ! Imported function 'cellGcmBindZcull' in 'cellGcmSys' module
LDR: ! Imported function 'cellGcmUnbindZcull' in 'cellGcmSys' module
LDR: ! Imported function 'cellGcmUnbindTile' in 'cellGcmSys' module
LDR: ! Imported function 'cellGcmUnmapEaIoAddress' in 'cellGcmSys' module
LDR: ! Imported function 'cellPadInit' in 'sys_io' module
LDR: ! Imported function 'cellPadEnd' in 'sys_io' module
LDR: ! Imported function 'cellPadSetPortSetting' in 'sys_io' module
LDR: ! Imported function 'cellPadGetData' in 'sys_io' module
LDR: ! Imported function 'cellPadGetInfo2' in 'sys_io' module
LDR: ! Imported function 'cellPadSetActDirect' in 'sys_io' module
LDR: ! Imported function 'sys_lwmutex_lock' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_lwmutex_unlock' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_ppu_thread_create' in 'sysPrxForUser' module
LDR: ! Imported function '_sys_process_atexitspawn' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_lwmutex_create' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_ppu_thread_get_id' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_prx_register_library' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_initialize_tls' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_time_get_system_time' in 'sysPrxForUser' module
LDR: ! Imported function '_sys_process_at_Exitspawn' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_prx_exitspawn_with_level' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_ppu_thread_exit' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_lwmutex_destroy' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_spu_image_close' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_process_exit' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_spu_image_import' in 'sysPrxForUser' module
LDR: ! Imported function '_sys_heap_malloc' in 'sysPrxForUser' module
LDR: ! Imported function '_sys_heap_memalign' in 'sysPrxForUser' module
LDR: W Unimplemented function '_sys_heap_free' in 'sysPrxForUser' module
LDR: ! Imported function 'sys_lwmutex_trylock' in 'sysPrxForUser' module
LDR: W Unimplemented function '_sys_heap_delete_heap' in 'sysPrxForUser' module
LDR: ! Imported function '_sys_heap_create_heap' in 'sysPrxForUser' module
LDR: ! Imported function 'cellRescGcmSurface2RescSrc' in 'cellResc' module
LDR: ! Imported function 'cellRescSetWaitFlip' in 'cellResc' module
LDR: ! Imported function 'cellRescSetDsts' in 'cellResc' module
LDR: ! Imported function 'cellRescResetFlipStatus' in 'cellResc' module
LDR: ! Imported function 'cellRescSetDisplayMode' in 'cellResc' module
LDR: ! Imported function 'cellRescSetConvertAndFlip' in 'cellResc' module
LDR: ! Imported function 'cellRescInit' in 'cellResc' module
LDR: ! Imported function 'cellRescGetBufferSize' in 'cellResc' module
LDR: ! Imported function 'cellRescSetSrc' in 'cellResc' module
LDR: ! Imported function 'cellRescSetBufferAddress' in 'cellResc' module
LDR: ! Imported function 'cellRescVideoOutResolutionId2RescBufferMode' in 'cellResc' module
LDR: ! Imported function 'cellRescCreateInterlaceTable' in 'cellResc' module
LDR: ! Imported function 'cellSpursQueueDetachLv2EventQueue' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursAttributeSetNamePrefix' in 'cellSpurs' module
LDR: ! Imported function '_cellSpursQueueInitialize' in 'cellSpurs' module
LDR: ! Imported function '_cellSpursTasksetAttributeInitialize' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursCreateTaskWithAttribute' in 'cellSpurs' module
LDR: W Unimplemented function 'cellSpursTraceInitialize' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursTasksetAttributeSetName' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursQueuePopBody' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursQueuePushBody' in 'cellSpurs' module
LDR: ! Imported function '_cellSpursAttributeInitialize' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursJoinTaskset' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursInitializeWithAttribute' in 'cellSpurs' module
LDR: ! Imported function '_cellSpursTaskAttributeInitialize' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursCreateTasksetWithAttribute' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursFinalize' in 'cellSpurs' module
LDR: W Unimplemented function 'cellSpursTraceStart' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursQueueAttachLv2EventQueue' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursEventFlagDetachLv2EventQueue' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursEventFlagWait' in 'cellSpurs' module
LDR: ! Imported function '_cellSpursEventFlagInitialize' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursEventFlagAttachLv2EventQueue' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursShutdownTaskset' in 'cellSpurs' module
LDR: ! Imported function 'cellSpursEventFlagSet' in 'cellSpurs' module
LDR: ! Imported function 'cellSyncMutexUnlock' in 'cellSync' module
LDR: ! Imported function 'cellSyncMutexInitialize' in 'cellSync' module
LDR: ! Imported function 'cellSyncMutexTryLock' in 'cellSync' module
LDR: ! Imported function 'cellSysmoduleUnloadModule' in 'cellSysmodule' module
LDR: ! Imported function 'cellSysmoduleLoadModule' in 'cellSysmodule' module
LDR: ! Imported function 'cellSysmoduleIsLoaded' in 'cellSysmodule' module
LDR: ! Imported function 'cellGameGetParamString' in 'cellGame' module
LDR: ! Imported function 'cellGameCreateGameData' in 'cellGame' module
LDR: ! Imported function 'cellGameContentPermit' in 'cellGame' module
LDR: ! Imported function 'cellGameContentErrorDialog' in 'cellGame' module
LDR: ! Imported function 'cellGameDataCheck' in 'cellGame' module
LDR: ! Imported function 'cellGameBootCheck' in 'cellGame' module
LDR: ! Imported function 'sceNpTrophyRegisterContext' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyCreateHandle' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyGetRequiredDiskSpace' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyDestroyContext' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyInit' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyDestroyHandle' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyUnlockTrophy' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyTerm' in 'sceNpTrophy' module
LDR: ! Imported function 'sceNpTrophyCreateContext' in 'sceNpTrophy' module
LDR: ! Imported function 'cellSysutilUnregisterCallback' in 'cellSysutil' module
LDR: ! Imported function 'cellVideoOutConfigure' in 'cellSysutil' module
LDR: ! Imported function 'cellSysutilCheckCallback' in 'cellSysutil' module
LDR: ! Imported function 'cellSaveDataListLoad2' in 'cellSysutil' module
LDR: ! Imported function 'cellSysutilEnableBgmPlayback' in 'cellSysutil' module
LDR: ! Imported function 'cellSaveDataListSave2' in 'cellSysutil' module
LDR: W Unimplemented function 'cellOskDialogUnloadAsync' in 'cellSysutil' module
LDR: ! Imported function 'cellSysutilGetSystemParamInt' in 'cellSysutil' module
LDR: ! Imported function 'cellAudioOutConfigure' in 'cellSysutil' module
LDR: ! Imported function 'cellVideoOutGetNumberOfDevice' in 'cellSysutil' module
LDR: W Unimplemented function 'cellOskDialogLoadAsync' in 'cellSysutil' module
LDR: ! Imported function 'cellVideoOutGetState' in 'cellSysutil' module
LDR: ! Imported function 'cellSaveDataAutoSave2' in 'cellSysutil' module
LDR: ! Imported function 'cellSysutilRegisterCallback' in 'cellSysutil' module
LDR: ! Imported function 'cellSysutilEnableBgmPlaybackEx' in 'cellSysutil' module
LDR: W Unimplemented function 'cellOskDialogSetKeyLayoutOption' in 'cellSysutil' module
LDR: ! Imported function 'cellAudioOutGetSoundAvailability' in 'cellSysutil' module
LDR: W Unimplemented function 'cellSaveDataFixedDelete' in 'cellSysutil' module
LDR: ! Imported function 'cellSysutilDisableBgmPlayback' in 'cellSysutil' module
LDR: ! Imported function 'cellVideoOutGetResolution' in 'cellSysutil' module
LDR: ! Imported function 'cellAudioOutGetConfiguration' in 'cellSysutil' module
LDR: W Unimplemented function 'cellOskDialogSetLayoutMode' in 'cellSysutil' module
LDR: ! Imported function 'cellAudioOutGetState' in 'cellSysutil' module
LDR: ! Imported function 'cellSaveDataAutoLoad2' in 'cellSysutil' module
LDR: ! Imported function 'cellRtcGetCurrentClockLocalTime' in 'cellRtc' module
LDR: ! Imported function 'sceNpTerm' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerUnregisterCallback' in 'sceNp' module
LDR: ! Imported function 'sceNpLookupDestroyTitleCtx' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicSetPresenceDetails2' in 'sceNp' module
LDR: ! Imported function 'sceNpLookupInit' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetContentRatingFlag' in 'sceNp' module
LDR: ! Imported function 'sceNpLookupTerm' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetStatus' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicUnregisterHandler' in 'sceNp' module
LDR: ! Imported function 'sceNpDrmIsAvailable' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicRegisterHandler' in 'sceNp' module
LDR: ! Imported function 'sceNpInit' in 'sceNp' module
LDR: ! Imported function 'sceNpLookupTitleSmallStorage' in 'sceNp' module
LDR: ! Imported function 'sceNpLookupCreateTitleCtx' in 'sceNp' module
LDR: ! Imported function 'sceNpBasicGetEvent' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerRegisterCallback' in 'sceNp' module
LDR: ! Imported function 'sceNpLookupCreateTransactionCtx' in 'sceNp' module
LDR: ! Imported function 'sceNpLookupDestroyTransactionCtx' in 'sceNp' module
LDR: ! Imported function 'sceNpManagerGetNpId' in 'sceNp' module
LDR: W Unknown module 'cellSysutilMisc'
LDR: ! Imported function 'cellSysutilGetLicenseArea' in 'cellSysutilMisc' module
LDR: W Unknown module 'sceNpCommerce2'
LDR: ! Imported function 'sceNpCommerce2Init' in 'sceNpCommerce2' module
LDR: ! Imported function 'sceNpCommerce2Term' in 'sceNpCommerce2' module
LDR: ! Imported function 'sceNpCommerce2ExecuteStoreBrowse' in 'sceNpCommerce2' module
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 3
HLE: W {PPU[1] Thread (CPUThread)[0x008e279c]} memory warning: sys_memory_get_user_memory_size(mem_info_addr=0xd0010c04)
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 4
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 5
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 6
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 7
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 8
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 9
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 10
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 11
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 12
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lgcmtx] (attribute=0x12): sq_id = 13
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [_lgcmtx] (attribute=0x22): sq_id = 14
HLE: W {PPU[1] Thread (CPUThread)[0x04b67034]} sys_lwmutex warning: *** lwmutex created [] (attribute=0x22): sq_id = 15
HLE: W {PPU[1] Thread (CPUThread)[0x0005bd78]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 16
HLE: W {PPU[1] Thread (CPUThread)[0x0005bd78]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 17
HLE: W {PPU[1] Thread (CPUThread)[0x0005bd78]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 18
HLE: W {PPU[1] Thread (CPUThread)[0x003a8710]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 19
HLE: W {PPU[1] Thread (CPUThread)[0x0008f058]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 20
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x31566d4, attr_addr=0xd0010a80, event_queue_key=0x0, size=1)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: *** event_queue created [CAchiveM] (protocol=0x2, type=0x1): id = 21
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: sys_event_port_create(eport_id_addr=0x31566d8, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: *** sys_event_port created: id = 22
HLE: W {PPU[1] Thread (CPUThread)[0x008f4274]} sys_event warning: sys_event_port_connect_local(eport_id=22, equeue_id=21)
HLE: W {PPU[1] Thread (CPUThread)[0x000514e8]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 23
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x31539ec, attr_addr=0xd0010910, event_queue_key=0x0, size=1)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: *** event_queue created [CtDevEv] (protocol=0x2, type=0x1): id = 24
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: sys_event_port_create(eport_id_addr=0x31539f0, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: *** sys_event_port created: id = 25
HLE: W {PPU[1] Thread (CPUThread)[0x008f4274]} sys_event warning: sys_event_port_connect_local(eport_id=25, equeue_id=24)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x2f45ba4, attr_addr=0xd0010aa0, event_queue_key=0x0, size=1)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: *** event_queue created [ContentM] (protocol=0x2, type=0x1): id = 26
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: sys_event_port_create(eport_id_addr=0x2f45ba8, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: *** sys_event_port created: id = 27
HLE: W {PPU[1] Thread (CPUThread)[0x008f4274]} sys_event warning: sys_event_port_connect_local(eport_id=27, equeue_id=26)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x12ae980, attr_addr=0xd0010a50, event_queue_key=0x0, size=1)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: *** event_queue created [AudioEv] (protocol=0x2, type=0x1): id = 28
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: sys_event_port_create(eport_id_addr=0x12ae984, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: *** sys_event_port created: id = 29
HLE: W {PPU[1] Thread (CPUThread)[0x008f4274]} sys_event warning: sys_event_port_connect_local(eport_id=29, equeue_id=28)
HLE: W {PPU[1] Thread (CPUThread)[0x0003c5d4]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 30
HLE: W {PPU[1] Thread (CPUThread)[0x00016ab4]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 31
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x1220580, attr_addr=0xd0010a50, event_queue_key=0x0, size=1)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: *** event_queue created [noname] (protocol=0x2, type=0x1): id = 32
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: sys_event_port_create(eport_id_addr=0x1220584, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: *** sys_event_port created: id = 33
HLE: W {PPU[1] Thread (CPUThread)[0x008f4274]} sys_event warning: sys_event_port_connect_local(eport_id=33, equeue_id=32)
HLE: W {PPU[1] Thread (CPUThread)[0x00016ab4]} sys_mutex warning: *** mutex created [] (protocol=0x2, recursive=false): id = 34
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x122a9e8, attr_addr=0xd0010a50, event_queue_key=0x0, size=1)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: *** event_queue created [noname] (protocol=0x2, type=0x1): id = 35
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: sys_event_port_create(eport_id_addr=0x122a9ec, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: *** sys_event_port created: id = 36
HLE: W {PPU[1] Thread (CPUThread)[0x008f4274]} sys_event warning: sys_event_port_connect_local(eport_id=36, equeue_id=35)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x121f4e0, attr_addr=0xd0010ab0, event_queue_key=0x0, size=1)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: *** event_queue created [noname] (protocol=0x2, type=0x1): id = 37
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: sys_event_port_create(eport_id_addr=0x121f4e4, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: *** sys_event_port created: id = 38
HLE: W {PPU[1] Thread (CPUThread)[0x008f4274]} sys_event warning: sys_event_port_connect_local(eport_id=38, equeue_id=37)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: sys_event_queue_create(equeue_id_addr=0x121f4ec, attr_addr=0xd0010ab0, event_queue_key=0x0, size=1)
HLE: W {PPU[1] Thread (CPUThread)[0x008f41dc]} sys_event warning: *** event_queue created [noname] (protocol=0x2, type=0x1): id = 39
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: sys_event_port_create(eport_id_addr=0x121f4f0, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (CPUThread)[0x008f422c]} sys_event warning: *** sys_event_port created: id = 40
HLE: W {PPU[1] Thread (CPUThread)[0x008f4274]} sys_event warning: sys_event_port_connect_local(eport_id=40, equeue_id=39)
HLE: W {PPU[1] Thread (CPUThread)[0x00710c0c]} sys_spu warning: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
