HLE: ! path: /dev_hdd0/game/
LDR: ! Loading 'D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00445/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_hdd0/ -> D:\Emulateurs\Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:\Emulateurs\Rpcs3/dev_hdd1/
LDR: ! /dev_flash/ -> D:\Emulateurs\Rpcs3/dev_flash/
LDR: ! /dev_usb000/ -> D:\Emulateurs\Rpcs3/dev_usb000/
LDR: ! /dev_usb/ -> D:\Emulateurs\Rpcs3/dev_usb000/
LDR: ! /app_home/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00445/
LDR: ! /dev_bdvd/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00445//../
LDR: ! /host_root/ -> 
LDR: ! / -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00445//USRDIR/
LDR: ! /app_home/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00445//USRDIR/
LDR: ! /dev_flash2/ -> D:\Emulateurs\Rpcs3/dev_flash2/
LDR: ! /app_home/Game/PS3_GAME/USRDIR/ -> D:\Emulateurs\Rpcs3\dev_hdd0\game\NPEB00445//USRDIR/
LDR: !  
MEM: ! Initing memory...
MEM: ! Memory initialized.
LDR: ! Function 'cellAANConnect' hooked (addr=0x6d93f0)
LDR: ! Function 'cellAANDisconnect' hooked (addr=0x6d9488)
LDR: ! Function 'cellAANAddData' hooked (addr=0x6d9520)
LDR: ! Function 'cellSurMixerGetAANHandle' hooked (addr=0x6d966c)
LDR: ! Function 'cellSurMixerSetNotifyCallback' hooked (addr=0x6d96a4)
LDR: ! Function 'cellSurMixerRemoveNotifyCallback' hooked (addr=0x6d9738)
LDR: ! Function 'cellSurMixerSurBusAddData' hooked (addr=0x6d97c8)
LDR: ! Function 'cellSurMixerGetCurrentBlockTag' hooked (addr=0x6d9878)
LDR: ! Function 'cellSurMixerChStripGetAANPortNo' hooked (addr=0x6da0d4)
LDR: ! Function 'cellSurMixerBeep' hooked (addr=0x6da110)
LDR: ! Function 'cellSurMixerChStripSetParameter' hooked (addr=0x6da4ec)
LDR: ! Function 'cellSurMixerPause' hooked (addr=0x6da7a0)
LDR: ! Function 'cellSurMixerGetTimestamp' hooked (addr=0x6dbdb8)
LDR: ! Function 'cellSurMixerSetParameter' hooked (addr=0x6dbe20)
LDR: ! Function 'cellSurMixerStart' hooked (addr=0x6dbef0)
LDR: ! Function 'cellSurMixerFinalize' hooked (addr=0x6dc1f8)
LDR: ! Function 'cellSurMixerCreate' hooked (addr=0x6dcabc)
LDR: S Function group [surmxAAN] successfully hooked
LDR: S Function group [surmixer] successfully hooked
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 4
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 5
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 6
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 7
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 8
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 9
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 10
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 11
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 12
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 13
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 14
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 15
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 16
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 17
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 18
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 19
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 20
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 21
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 22
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 23
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 24
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 25
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 26
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [ps3HDDL] (attribute=0x12): sq_id = 27
HLE: W PPU[1] Thread (CPUThread)[0x00705108]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W PPU[1] Thread (CPUThread)[0x00705108]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W PPU[1] Thread (CPUThread)[0x0070e884]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W PPU[1] Thread (CPUThread)[0x0070e884]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W PPU[1] Thread (CPUThread)[0x00706b78]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W PPU[1] Thread (CPUThread)[0x00706b78]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W PPU[1] Thread (CPUThread)[0x0070e884]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W PPU[1] Thread (CPUThread)[0x0070e884]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W PPU[1] Thread (CPUThread)[0x0070508c]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W PPU[1] Thread (CPUThread)[0x0070508c]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W PPU[1] Thread (CPUThread)[0x00706b78]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W PPU[1] Thread (CPUThread)[0x00706b78]cellSysutil warning: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 28
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 29
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 30
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 31
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 32
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 33
HLE: W PPU[1] Thread (CPUThread)[0x00686580]sys_semaphore warning: sys_semaphore_create(sem_addr=0xe513f0, attr_addr=0xd0010b90, initial_count=0, max_count=1)
HLE: ! PPU[1] Thread (CPUThread)[0x00686580]*** semaphore created [] (protocol=0x2): id = 34
HLE: W PPU[1] Thread (CPUThread)[0x006865e8]sys_semaphore warning: sys_semaphore_create(sem_addr=0xe51400, attr_addr=0xd0010b90, initial_count=0, max_count=1)
HLE: ! PPU[1] Thread (CPUThread)[0x006865e8]*** semaphore created [] (protocol=0x2): id = 35
HLE: W PPU[1] Thread (CPUThread)[0x00686650]sys_semaphore warning: sys_semaphore_create(sem_addr=0xe51410, attr_addr=0xd0010b90, initial_count=0, max_count=1)
HLE: ! PPU[1] Thread (CPUThread)[0x00686650]*** semaphore created [] (protocol=0x2): id = 36
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 37
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 38
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 39
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 40
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 41
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 42
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 43
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 44
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 45
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 46
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 47
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 48
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 49
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 50
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 51
HLE: W PPU[1] Thread (CPUThread)[0x0067f0e4]sys_semaphore warning: sys_semaphore_create(sem_addr=0xe51208, attr_addr=0xd0010ba0, initial_count=0, max_count=100)
HLE: ! PPU[1] Thread (CPUThread)[0x0067f0e4]*** semaphore created [] (protocol=0x2): id = 52
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 53
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 54
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 55
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 56
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 57
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 58
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 59
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 60
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 61
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 62
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 63
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 64
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 65
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 66
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 67
HLE: W PPU[1] Thread (CPUThread)[0x00eab058]sys_lwmutex warning: *** lwmutex created [name] (attribute=0x11): sq_id = 68
